Date,Pharmacy,Location,Drug,Brand,Price,Quantity,Supplier_Name,Batch_Number,Expiry_Date,Sales_Channel,Drug_Form
09/08/2024,Perez Inc,Urban,Azithromycin,MediPluz,4695.62,68,"Woods, Calhoun and Schmidt",BF-12287-aR,06/11/2025,In-Store,Capsule
06/08/2024,Hickman Ltd,Rural,Ibuprofen,BioCare,2960.07,85,Novak and Sons,Ks-47186-Qe,19/10/2025,Mobile Van,Tablet
07/04/2025,"Harris, Collins and Carney",Rural,Ibuprofen,HealthFirst,497.44,79,Jones-Young,dG-90408-Ai,31/10/2026,Market Stall,Syrup
03/02/2025,George Group,Rural,Ibuprofen,BioCare,3269.41,43,"Brooks, Lam and Hayes",gs-83557-lD,20/05/2025,Market Stall,Tablet
08/12/2024,Gray-Mayo,Urban,Coartem,MediPlus,3690.81,54,Lee-Davis,Te-31912-jv,27/12/2026,Market Stall,Capsule
04/01/2025,"Henderson, Ramirez and Lewis",Rural,Azithromycin,HealthFirst,4544.45,87,Jones-Young,Oi-95353-Us,27/07/2025,Mobile Van,Capsule
27/06/2024,Spence PLC,Rural,Metformin,HealthFirst,4756.62,76,"West, Henderson and Ramirez",BJ-66620-uz,12/03/2026,In-Store,Capsule
22/02/2025,"Ferrell, Rice and Maddox",Urban,Artemisinin,PharmaTrust,2010.51,93,Hancock Inc,Jv-09028-Yt,18/06/2025,In-Store,Tablet
22/05/2024,"Mcclain, Miller and Henderson",Rural,Metformin,BioCare,4848.46,22,"Stanley, Tucker and Lee",wc-11201-jY,11/02/2026,Mobile Van,Injection
31/03/2025,"Reid, Ferguson and Sanchez",Urban,Coartem,MediPlus,4507.34,25,Jones Inc,DS-15542-CQ,16/03/2027,Mobile Van,Injection
30/05/2024,"Gardner, Robinson and Lawrence",Urban,Ciprofloxacin,MediPlus,2524.9,69,Jones-Young,iH-41045-IE,07/03/2026,Mobile Van,Syrup
15/08/2024,Harrell LLC,Rural,Paracetamol,FarmaTrust,3155.46,3,Novak and Sons,bT-68809-Rq,17/04/2027,Mobile Van,Capsule
23/12/2024,Doyle Ltd,Urban,Paracetamol,HealthFirst,555.7,46,Yu Inc,Tg-52605-VV,20/05/2026,In-Store,Tablet
15/09/2024,Spence PLC,Urban,Metformin,BioCare,4901.79,2,"Stanley, Tucker and Lee",Fj-46413-XJ,18/07/2025,Market Stall,Syrup
04/06/2024,"Reid, Ferguson and Sanchez",Urban,Azithromycin,PharmaTrust,747.99,64,Morton-Chase,qJ-22314-Iz,20/10/2025,Mobile Van,Syrup
03/10/2024,Frazier Inc,Rural,Metformin,FarmaTrust,4142.3,35,"Woods, Calhoun and Schmidt",ux-68029-rI,17/01/2026,In-Store,Tablet
12/02/2025,Rodriguez LLC,Rural,Ciprofloxacin,PharmaTrust,3766.77,54,"Washington, Ryan and Cummings",Aw-99752-ZW,10/05/2026,Mobile Van,Injection
09/05/2024,Galloway-Wyatt,Urban,Artemisinin,HealthFirst,2060.65,39,"Robinson, Jones and Welch",Ss-05628-sm,10/03/2027,Mobile Van,Syrup
22/02/2025,Rodriguez LLC,Rural,Metformin,MediPlus,2621.24,2,Gray Group,Tf-29081-Bc,31/10/2026,Market Stall,Injection
15/03/2025,Hickman Ltd,Urban,Chloroquine,HealthFirst,4545.32,9,Novak PLC,KU-96293-uU,25/12/2026,Mobile Van,Syrup
03/04/2025,Anderson Group,Rural,Chloroquine,HealthFirst,4339.73,36,"Brooks, Lam and Hayes",uY-61361-ga,28/03/2027,Market Stall,Injection
17/02/2025,Ryan PLC,Urban,Azithromycin,HealthFirst,2747.79,34,Jones Inc,Rj-03749-hZ,20/08/2025,In-Store,Capsule
28/04/2024,Garcia-James,Urban,Paracetamol,HealthFirst,2647.36,36,Gomez-Jenkins,cd-96986-ST,16/05/2026,In-Store,Syrup
23/10/2024,Smith-Bowen,Urban,Ibuprofen,HealthFirst,2497,3,Yu Inc,Yv-57155-yi,14/10/2026,In-Store,Syrup
07/07/2024,"Henderson, Ramirez and Lewis",Urban,Ciprofloxacin,MediPlus,2064.7,28,Jones Inc,AT-94764-Ne,19/11/2026,Market Stall,Injection
12/08/2024,"Watts, Robinson and Nguyen",Urban,Paracetamol,PharmaTrust,2136.93,31,Yu Inc,SQ-57859-Ua,20/07/2026,In-Store,Tablet
02/09/2024,Gray-Mayo,Urban,Amoxicillin,PharmaTrust,3005.85,85,Gomez-Jenkins,uM-19809-NX,12/06/2025,Mobile Van,Syrup
11/09/2024,Gray-Mayo,Urban,Azithromycin,MediPlus,2828.21,69,"Brown, Valdez and Lucas",zW-60326-iU,17/10/2026,Market Stall,Syrup
04/09/2024,"Snyder, Campos and Callahan",Rural,Amlodipine,BioCare,3056.29,89,Lee-Davis,pb-10315-GD,17/01/2027,Market Stall,Tablet
07/05/2024,Smith-Bowen,Rural,Ibuprofen,HealthFirst,4568.25,83,Lee-Davis,AE-33024-EA,24/09/2026,Market Stall,Syrup
23/12/2024,Arnold Ltd,Rural,Amoxicillin,BioCare,4346.82,32,"Washington, Ryan and Cummings",Bs-68870-fd,25/05/2026,Market Stall,Tablet
15/05/2024,Blair PLC,Rural,Metformin,MediPlus,3386.86,23,Morton-Chase,KN-91072-UB,15/05/2026,Market Stall,Tablet
30/06/2024,Wilkerson-Day,Rural,Metformin,BioCare,4951.61,53,"Daniels, Adkins and Brown",hv-24855-OC,23/05/2025,Mobile Van,Capsule
24/04/2025,"Ferrell, Rice and Maddox",Urban,Ciprofloxacin,BioCare,3633.33,15,Jones Inc,fC-34349-Ze,23/09/2026,Mobile Van,Tablet
14/05/2024,"Martin, Rose and Obrien",Urban,Artemisinin,HealthFirst,2221.16,51,"Johnston, Sanchez and Kennedy",vI-03570-oP,13/10/2025,Market Stall,Capsule
22/04/2025,"Rodriguez, Figueroa and Sanchez",Rural,Amlodipine,PharmaTrust,3611.64,14,"Brown, Valdez and Lucas",sF-49437-xd,25/03/2026,Mobile Van,Tablet
14/07/2024,"Flowers, Martin and Kelly",Urban,Ibuprofen,PharmaTrust,564.74,40,"Brown, Valdez and Lucas",NS-68539-lG,01/03/2026,In-Store,Injection
30/01/2025,"Henderson, Ramirez and Lewis",Urban,Coartem,BioCare,3906.3,9,Lee-Davis,Rf-36934-eZ,02/02/2026,Market Stall,Tablet
17/06/2024,"Gardner, Robinson and Lawrence",Urban,Artemisinin,MediPlus,1852.67,85,Gomez-Jenkins,wd-56416-Bs,07/10/2025,Market Stall,Injection
24/01/2025,Anderson Group,Urban,Coartem,Biokare,4776.44,65,Henderson-Bernard,WU-30540-zK,22/03/2026,Market Stall,Tablet
15/09/2024,George Group,Urban,Amoxicillin,PharmaTrust,3561.27,43,Powell LLC,Jl-14826-Dj,14/01/2026,In-Store,Capsule
29/09/2024,Abbott-Munoz,Rural,Ibuprofen,BioCare,1914.76,54,Powell LLC,LZ-39300-Oj,19/03/2027,Market Stall,Syrup
14/01/2025,"Adams, Zuniga and Wong",Rural,Ciprofloxacin,BioCare,4687.93,33,Powell LLC,Eh-24117-xw,24/10/2026,Market Stall,Capsule
08/07/2024,Garcia-James,Urban,Amoxicillin,MediPlus,3497.96,50,"Brooks, Lam and Hayes",Ys-67317-kY,16/06/2025,In-Store,Syrup
04/06/2024,"Hoffman, Baker and Richards",Rural,Chloroquine,PharmaTrust,4413.94,56,"Stanley, Tucker and Lee",BV-52192-Mp,18/03/2026,In-Store,Syrup
27/04/2024,Davis and Sons,Urban,Chloroquine,PharmaTrust,1388.76,58,"Brown, Valdez and Lucas",mN-99707-Nx,02/02/2026,Mobile Van,Injection
02/06/2024,Rodriguez LLC,Rural,Chloroquine,HealthFirst,697.73,88,Hancock Inc,IB-31039-XI,04/06/2026,In-Store,Capsule
24/04/2025,"Walter, Edwards and Rios",Rural,Artemisinin,Hea1thFirst,4082.05,26,"Brown, Valdez and Lucas",gj-63594-oa,29/09/2026,In-Store,Syrup
28/02/2025,Harrell LLC,Urban,Coartem,MediPlus,2774.59,82,Russell Group,up-75674-DU,11/05/2026,In-Store,Capsule
09/05/2024,"Watts, Robinson and Nguyen",Urban,Azithromycin,PharmaTrust,1900.93,13,"Washington, Ryan and Cummings",xA-96422-nG,19/12/2026,In-Store,Injection
13/09/2024,Frazier Inc,Rural,Paracetamol,PharmaTrust,547.52,27,Yu Inc,je-16031-XN,28/06/2025,Market Stall,Injection
19/08/2024,Burton Ltd,Rural,Coartem,MediPlus,2331.09,34,"Hensley, Powell and David",tv-42381-rd,02/11/2025,Mobile Van,Syrup
17/06/2024,"Romero, Gonzalez and Brooks",Urban,Metformin,Hea1thFirst,4758.85,53,Gomez-Jenkins,Bq-74154-lj,02/02/2026,Mobile Van,Syrup
15/09/2024,George Group,Rural,Amoxicillin,PharmaTrust,2390.08,20,"Stanley, Tucker and Lee",Nl-92271-Oa,26/04/2026,In-Store,Capsule
20/08/2024,Hickman Ltd,Rural,Azithromycin,BioCare,1978.68,3,"Johnston, Sanchez and Kennedy",yk-41148-MQ,03/11/2026,Mobile Van,Injection
31/10/2024,"Rodriguez, Figueroa and Sanchez",Urban,Ciprofloxacin,Biokare,2548.56,6,Lee-Davis,um-83284-Hh,05/12/2026,Mobile Van,Capsule
28/06/2024,Rodriguez LLC,Urban,Paracetamol,HealthFirst,2868.28,91,"Johnston, Sanchez and Kennedy",rS-91660-aS,01/03/2027,Mobile Van,Capsule
16/02/2025,Wilkerson-Day,Rural,Ciprofloxacin,PharmaTrust,1868.23,97,"Daniels, Adkins and Brown",VB-09893-IU,09/04/2026,Market Stall,Tablet
11/05/2024,"Romero, Gonzalez and Brooks",Rural,Metformin,PharmaTrust,3509.4,33,Jones Inc,Sf-17215-Iq,10/09/2026,Market Stall,Tablet
27/02/2025,"Hoffman, Baker and Richards",Rural,Azithromycin,BioCare,2722.32,80,Wright and Sons,du-74400-qR,06/11/2025,In-Store,Injection
30/12/2024,Blake and Sons,Rural,Amoxicillin,MediPluz,1422.59,27,Powell LLC,tL-12226-lo,24/08/2025,Market Stall,Syrup
13/10/2024,"Watts, Robinson and Nguyen",Urban,Amoxicillin,FarmaTrust,360.39,93,Baxter Inc,oG-24450-Kn,18/12/2025,Market Stall,Capsule
28/10/2024,Doyle Ltd,Urban,Metformin,BioCare,1266.08,5,Gray Group,lT-64995-mj,14/02/2027,Market Stall,Capsule
26/08/2024,Ryan PLC,Urban,Metformin,Hea1thFirst,2503.41,97,House-Glover,kO-37742-AW,04/04/2026,In-Store,Tablet
19/05/2024,Abbott-Munoz,Urban,Ibuprofen,MediPlus,3123.63,38,"Johnston, Sanchez and Kennedy",Ww-64843-hs,30/01/2026,Market Stall,Tablet
13/04/2025,"Henderson, Ramirez and Lewis",Urban,Coartem,BioCare,3899.26,59,Gomez-Jenkins,uv-46260-oG,02/02/2026,In-Store,Syrup
06/04/2025,Anderson Group,Rural,Amoxicillin,Hea1thFirst,4854.61,55,Gray Group,KL-55885-gU,27/03/2027,Market Stall,Capsule
19/03/2025,"Flowers, Martin and Kelly",Rural,Coartem,BioCare,827.43,4,Wright and Sons,ED-89034-Rq,24/11/2025,In-Store,Injection
08/02/2025,"Dyer, Potter and Mack",Rural,Coartem,MediPluz,4228.8,97,Novak and Sons,nT-99585-MW,17/12/2026,In-Store,Injection
07/03/2025,Arnold Ltd,Rural,Amlodipine,HealthFirst,944.19,41,"Washington, Ryan and Cummings",ZI-11130-nj,19/11/2026,Market Stall,Injection
15/03/2025,Frazier Inc,Urban,Ibuprofen,Biokare,691.53,60,Novak PLC,WY-12161-PC,17/03/2026,In-Store,Capsule
18/06/2024,"Guzman, Hoffman and Baldwin",Rural,Metformin,HealthFirst,1110.15,2,Novak PLC,Rg-51973-Ob,18/08/2025,Market Stall,Injection
27/02/2025,"Reid, Ferguson and Sanchez",Urban,Coartem,MediPlus,2332.23,97,Chapman and Sons,jB-98331-uZ,13/08/2025,In-Store,Syrup
03/01/2025,George Group,Rural,Artemisinin,HealthFirst,1932.17,60,Wright and Sons,sZ-81007-WN,24/06/2026,Mobile Van,Injection
24/11/2024,"Dyer, Potter and Mack",Rural,Metformin,PharmaTrust,2163.54,1,"West, Henderson and Ramirez",qH-87105-sc,24/11/2025,Market Stall,Syrup
23/02/2025,Spence PLC,Rural,Coartem,PharmaTrust,1217.24,3,"Hensley, Powell and David",yA-38008-Av,03/06/2026,Market Stall,Syrup
04/01/2025,Blake and Sons,Rural,Ciprofloxacin,PharmaTrust,4170.28,26,Jones Inc,yj-15393-jp,15/12/2026,Mobile Van,Injection
27/07/2024,Anderson Group,Urban,Azithromycin,HealthFirst,1928.29,16,Gomez-Jenkins,Kw-93646-rK,06/10/2026,Mobile Van,Injection
23/08/2024,Doyle Ltd,Urban,Coartem,MediPlus,3135.43,2,"Hensley, Powell and David",xt-65920-HJ,07/06/2026,In-Store,Tablet
12/09/2024,Blair PLC,Rural,Ibuprofen,MediPlus,262.48,14,Hancock Inc,DM-07325-fA,16/09/2025,Market Stall,Tablet
06/01/2025,"Ross, Robinson and Bright",Urban,Chloroquine,HealthFirst,1665.23,28,Hancock Inc,AM-90772-ix,17/09/2025,In-Store,Capsule
15/07/2024,Allen-Allen,Urban,Azithromycin,MediPlus,4541.9,60,Jones-Young,Aj-20996-Ci,15/01/2026,Market Stall,Capsule
25/02/2025,Davis and Sons,Urban,Metformin,BioCare,2817.37,98,Gray Group,Xc-07012-aJ,02/12/2025,Market Stall,Syrup
12/05/2024,Rodriguez LLC,Urban,Paracetamol,PharmaTrust,3417,76,Gomez-Jenkins,ij-75882-Ei,05/10/2026,Market Stall,Syrup
24/08/2024,"Romero, Gonzalez and Brooks",Rural,Metformin,BioCare,2553.78,76,"Stanley, Tucker and Lee",eF-85993-Gv,23/05/2026,Market Stall,Syrup
24/10/2024,"Rodriguez, Figueroa and Sanchez",Rural,Paracetamol,Biokare,1183.46,21,"Hensley, Powell and David",wo-87340-Iz,03/04/2027,In-Store,Syrup
28/10/2024,Blair PLC,Urban,Ibuprofen,MediPlus,529.03,76,"Washington, Ryan and Cummings",EO-67703-mC,09/07/2026,Market Stall,Capsule
08/03/2025,Ryan PLC,Urban,Paracetamol,HealthFirst,1385.18,54,"Robinson, Jones and Welch",mA-67280-Ch,28/10/2026,In-Store,Injection
24/04/2025,Arnold Ltd,Rural,Artemisinin,BioCare,2062.85,76,Baxter Inc,Vx-99946-cf,17/09/2025,Market Stall,Syrup
09/07/2024,Galloway-Wyatt,Rural,Amlodipine,HealthFirst,4820.56,69,"Hensley, Powell and David",mO-57822-Nr,23/03/2027,Market Stall,Injection
18/12/2024,"Adams, Zuniga and Wong",Rural,Ciprofloxacin,BioCare,2669.83,26,"Brown, Valdez and Lucas",dB-70834-jy,13/08/2025,Mobile Van,Syrup
23/12/2024,"Adams, Zuniga and Wong",Rural,Artemisinin,PharmaTrust,2855.22,68,Walker LLC,er-53644-IE,03/01/2027,In-Store,Capsule
01/11/2024,"Snyder, Campos and Callahan",Urban,Amoxicillin,PharmaTrust,4950.69,51,Powell LLC,rh-74599-GI,19/10/2025,Mobile Van,Tablet
19/09/2024,Wilkerson-Day,Rural,Amoxicillin,Hea1thFirst,1975.45,93,Gomez-Jenkins,HT-80898-Vd,25/07/2026,In-Store,Injection
14/02/2025,Hickman Ltd,Urban,Azithromycin,BioCare,4309.98,11,Henderson-Bernard,ys-32079-sU,09/06/2026,In-Store,Injection
16/02/2025,"Reid, Ferguson and Sanchez",Urban,Amlodipine,MediPlus,1118.09,13,Williams PLC,vT-17552-oM,16/06/2025,In-Store,Injection
24/12/2024,"Baker, Mason and White",Rural,Chloroquine,HealthFirst,3133.7,8,Henderson-Bernard,bb-25525-Wm,04/06/2025,Market Stall,Tablet
22/11/2024,"Ross, Robinson and Bright",Rural,Coartem,BioCare,3126.08,81,Hancock Inc,dQ-97376-lE,02/06/2026,In-Store,Syrup
26/10/2024,"Ferrell, Rice and Maddox",Urban,Artemisinin,PharmaTrust,2281.37,76,"Woods, Calhoun and Schmidt",Pv-03321-GX,05/10/2025,Mobile Van,Tablet
25/12/2024,Williams and Sons,Urban,Metformin,PharmaTrust,915.31,36,"West, Henderson and Ramirez",iG-63039-wH,17/11/2026,In-Store,Capsule
27/03/2025,"Henderson, Ramirez and Lewis",Rural,Amoxicillin,FarmaTrust,303.34,2,"Johnston, Sanchez and Kennedy",bs-67436-GR,20/08/2026,Mobile Van,Tablet
17/11/2024,Anderson Group,Urban,Azithromycin,PharmaTrust,528.64,13,Henderson-Bernard,VJ-83362-RP,23/07/2025,Mobile Van,Tablet
22/04/2025,Allen-Allen,Rural,Ciprofloxacin,HealthFirst,1645.79,85,Baxter Inc,SL-75060-sT,21/04/2026,In-Store,Tablet
20/05/2024,"Ferrell, Rice and Maddox",Urban,Ciprofloxacin,PharmaTrust,4728.05,87,"West, Henderson and Ramirez",RN-88806-PS,19/01/2026,Mobile Van,Capsule
22/05/2024,Abbott-Munoz,Urban,Amlodipine,FarmaTrust,1450.06,56,Jones-Young,kK-31914-AC,28/09/2025,In-Store,Syrup
21/02/2025,"Martin, Rose and Obrien",Urban,Amlodipine,MediPlus,559.81,65,"Daniels, Adkins and Brown",Uy-07468-Vn,18/06/2026,Mobile Van,Capsule
18/09/2024,Davis and Sons,Rural,Artemisinin,HealthFirst,1935.3,42,"Robinson, Jones and Welch",JS-46107-Wg,06/09/2025,In-Store,Capsule
17/10/2024,"Guzman, Hoffman and Baldwin",Rural,Metformin,MediPlus,4392.22,37,Jones-Young,EB-79491-uu,28/05/2026,Market Stall,Capsule
06/04/2025,Gray-Mayo,Rural,Azithromycin,MediPlus,3706.28,99,Walker LLC,Me-98823-AT,16/08/2025,In-Store,Capsule
29/10/2024,"Walter, Edwards and Rios",Rural,Amoxicillin,HealthFirst,2312.35,12,House-Glover,Ph-04914-HW,10/01/2027,In-Store,Capsule
13/09/2024,"Guzman, Hoffman and Baldwin",Rural,Metformin,Biokare,2123.78,11,"Brooks, Lam and Hayes",IR-62333-ph,03/03/2026,In-Store,Syrup
04/11/2024,"Reid, Ferguson and Sanchez",Urban,Amoxicillin,Hea1thFirst,1698.14,44,"Washington, Ryan and Cummings",Ci-29003-Rt,06/09/2026,Market Stall,Syrup
01/11/2024,"Henderson, Ramirez and Lewis",Rural,Metformin,HealthFirst,646.42,47,Russell Group,wf-09419-md,10/05/2026,Market Stall,Tablet
18/08/2024,"Gardner, Robinson and Lawrence",Rural,Azithromycin,MediPlus,4704.89,50,"Woods, Calhoun and Schmidt",Oa-55290-mw,15/08/2026,Market Stall,Capsule
28/03/2025,Rodriguez LLC,Rural,Ibuprofen,PharmaTrust,3112.91,70,Walker LLC,Jm-20570-LR,06/08/2025,Mobile Van,Syrup
11/03/2025,"Romero, Gonzalez and Brooks",Rural,Coartem,MediPluz,2562.53,97,Gray Group,dF-26303-GW,24/10/2025,In-Store,Capsule
24/12/2024,Blake and Sons,Urban,Artemisinin,Biokare,3768.33,22,"Brown, Valdez and Lucas",UM-71642-rX,14/11/2026,In-Store,Injection
28/09/2024,"Mcclure, Ward and Lee",Rural,Paracetamol,MediPluz,4869.71,13,Henderson-Bernard,IQ-12579-Qh,10/02/2027,Market Stall,Syrup
19/01/2025,"Dyer, Potter and Mack",Urban,Chloroquine,Biokare,1691.18,60,Walker LLC,bm-23316-dI,31/10/2026,Market Stall,Injection
18/12/2024,"Adams, Zuniga and Wong",Urban,Ibuprofen,HealthFirst,1739.3,90,Powell LLC,Rf-92563-fs,29/03/2027,Market Stall,Injection
03/05/2024,Arnold Ltd,Urban,Metformin,HealthFirst,3750.59,24,Jones-Young,GZ-21530-aZ,01/12/2025,In-Store,Capsule
16/05/2024,"Ferrell, Rice and Maddox",Urban,Amoxicillin,MediPlus,4225.11,75,Novak and Sons,FI-27617-gk,28/01/2027,Market Stall,Injection
18/01/2025,Anderson Group,Urban,Coartem,MediPlus,2145.58,60,Jones-Young,or-89332-xq,10/08/2025,In-Store,Syrup
06/01/2025,Wilkerson-Day,Urban,Amlodipine,MediPluz,2427.47,66,Powell LLC,Hh-23177-yl,06/01/2027,In-Store,Injection
07/06/2024,"Mcclure, Ward and Lee",Rural,Ibuprofen,PharmaTrust,4467.2,76,Gomez-Jenkins,PB-42765-vC,31/01/2027,In-Store,Injection
03/05/2024,"Adams, Zuniga and Wong",Urban,Chloroquine,MediPlus,2333.05,48,"Brown, Valdez and Lucas",hA-76214-nu,07/06/2025,Mobile Van,Syrup
13/01/2025,Carlson-Cruz,Urban,Artemisinin,MediPlus,3648.7,12,"Johnston, Sanchez and Kennedy",by-21421-Ph,29/07/2025,In-Store,Tablet
21/03/2025,Wilkerson-Day,Urban,Metformin,FarmaTrust,4037.82,13,Jones-Young,uv-41064-Gl,01/05/2025,Market Stall,Syrup
04/05/2024,"Walter, Edwards and Rios",Urban,Ibuprofen,PharmaTrust,728.66,99,"Robinson, Jones and Welch",qw-94124-hy,10/07/2025,Mobile Van,Capsule
12/12/2024,"Baker, Mason and White",Rural,Azithromycin,BioCare,4643.61,26,Baxter Inc,aN-46537-jn,26/11/2026,Market Stall,Injection
09/11/2024,"Mcclain, Miller and Henderson",Rural,Chloroquine,BioCare,2411.91,45,Jones-Young,Oo-79832-kW,18/11/2026,In-Store,Tablet
17/03/2025,"Harris, Collins and Carney",Urban,Ibuprofen,BioCare,3234.66,3,"Robinson, Jones and Welch",MJ-36770-Kx,01/10/2025,In-Store,Syrup
27/03/2025,Blair PLC,Urban,Amoxicillin,MediPlus,3585.26,35,Hancock Inc,dh-42517-mZ,27/10/2026,In-Store,Injection
26/08/2024,Blake and Sons,Rural,Coartem,HealthFirst,867.48,22,Yu Inc,xx-88121-Ww,08/08/2025,In-Store,Injection
05/08/2024,"Guzman, Hoffman and Baldwin",Urban,Amoxicillin,MediPlus,3563.6,70,Russell Group,WG-89930-Eh,01/10/2025,Mobile Van,Tablet
30/04/2024,"Walter, Edwards and Rios",Rural,Amlodipine,HealthFirst,1841.36,13,Henderson-Bernard,bt-16188-XW,30/01/2027,Mobile Van,Tablet
21/05/2024,Doyle Ltd,Urban,Metformin,HealthFirst,4475.51,71,Wright and Sons,hd-12126-LQ,20/10/2026,In-Store,Capsule
29/12/2024,"Dyer, Potter and Mack",Urban,Artemisinin,BioCare,1458.05,93,"Brooks, Lam and Hayes",UK-06102-Xy,27/04/2026,Mobile Van,Injection
06/08/2024,Harrell LLC,Rural,Paracetamol,Biokare,3371.45,83,Novak and Sons,bm-69778-sK,24/12/2026,Market Stall,Capsule
09/07/2024,Wilkerson-Day,Urban,Chloroquine,MediPluz,427.33,51,Russell Group,St-16393-Ip,04/02/2026,Mobile Van,Tablet
13/09/2024,"Arroyo, Miller and Tucker",Rural,Amlodipine,PharmaTrust,327.14,10,Powell LLC,vC-74908-tF,29/06/2025,In-Store,Injection
01/11/2024,Davis and Sons,Rural,Ibuprofen,BioCare,1625.03,82,"Woods, Calhoun and Schmidt",sH-71556-KS,12/02/2026,Market Stall,Capsule
01/08/2024,"Ross, Robinson and Bright",Rural,Ibuprofen,Biokare,1706.7,60,Novak PLC,Ly-32246-og,15/01/2027,Mobile Van,Tablet
18/11/2024,Rodriguez-Graham,Rural,Ibuprofen,BioCare,3834.26,27,"Washington, Ryan and Cummings",Aa-15899-LN,25/09/2025,Mobile Van,Tablet
23/01/2025,"Dyer, Potter and Mack",Rural,Artemisinin,HealthFirst,4533.45,34,Jones Inc,dM-26343-jB,26/08/2025,Market Stall,Tablet
02/05/2024,"Walter, Edwards and Rios",Urban,Ciprofloxacin,BioCare,1032.9,4,"Brown, Valdez and Lucas",hZ-48240-wj,19/06/2025,Mobile Van,Capsule
16/10/2024,"Rodriguez, Figueroa and Sanchez",Rural,Chloroquine,HealthFirst,902.15,83,Chapman and Sons,QH-38101-NC,28/10/2025,Market Stall,Capsule
07/02/2025,"Harris, Collins and Carney",Rural,Ciprofloxacin,PharmaTrust,1191.71,81,Williams PLC,vQ-32471-kv,02/07/2026,In-Store,Injection
27/03/2025,Baker and Sons,Urban,Paracetamol,PharmaTrust,3261.21,12,"Daniels, Adkins and Brown",oN-99967-dm,15/07/2025,Market Stall,Capsule
12/02/2025,Spence PLC,Rural,Coartem,MediPluz,303.23,83,Walker LLC,gI-69728-XX,27/05/2026,Market Stall,Capsule
15/09/2024,Spence PLC,Rural,Amoxicillin,HealthFirst,4221.18,43,Gray Group,Ys-84073-of,14/07/2026,Market Stall,Tablet
02/05/2024,"Mcclain, Miller and Henderson",Urban,Artemisinin,BioCare,2392.46,72,Jones-Young,zN-85734-WH,09/03/2027,Mobile Van,Injection
25/01/2025,Abbott-Munoz,Urban,Amoxicillin,PharmaTrust,1906.78,7,Baxter Inc,Ed-67589-fv,02/11/2026,Mobile Van,Injection
19/01/2025,Frazier Inc,Rural,Amoxicillin,PharmaTrust,4490.69,61,"Woods, Calhoun and Schmidt",NU-42270-xx,30/04/2026,Market Stall,Tablet
18/10/2024,"Gardner, Robinson and Lawrence",Rural,Chloroquine,FarmaTrust,914.63,57,"Johnston, Sanchez and Kennedy",AX-20053-JZ,07/06/2026,In-Store,Injection
29/01/2025,Morales-Jones,Rural,Azithromycin,PharmaTrust,1480.34,33,"Stanley, Tucker and Lee",ro-90896-uT,01/12/2026,In-Store,Injection
29/07/2024,Blair PLC,Urban,Coartem,HealthFirst,2307.99,53,"Daniels, Adkins and Brown",EF-82018-AC,18/10/2026,In-Store,Capsule
25/05/2024,"Watts, Robinson and Nguyen",Rural,Ciprofloxacin,PharmaTrust,2458.98,67,Jones-Young,ex-29441-oO,27/04/2025,Mobile Van,Tablet
20/12/2024,Anderson Group,Rural,Coartem,PharmaTrust,2631.18,6,Lee-Davis,my-12707-zl,05/06/2025,In-Store,Capsule
01/10/2024,"Ferrell, Rice and Maddox",Urban,Amlodipine,PharmaTrust,4462.15,89,Jones Inc,Da-27244-KL,09/12/2026,Market Stall,Injection
08/10/2024,"Henderson, Ramirez and Lewis",Rural,Metformin,BioCare,2468.99,61,"West, Henderson and Ramirez",eB-74507-jo,28/07/2026,In-Store,Capsule
24/06/2024,Smith-Bowen,Rural,Azithromycin,HealthFirst,1926.2,55,"Daniels, Adkins and Brown",vS-52655-OC,14/01/2026,Mobile Van,Injection
22/04/2025,"Watts, Robinson and Nguyen",Urban,Metformin,BioCare,3111.75,65,"Johnston, Sanchez and Kennedy",ka-76811-cw,17/03/2026,In-Store,Injection
17/03/2025,Arnold Ltd,Urban,Chloroquine,BioCare,1298.32,14,Novak and Sons,VQ-55530-qb,05/05/2026,Market Stall,Syrup
28/02/2025,Blake and Sons,Rural,Ibuprofen,FarmaTrust,3877.15,48,Lee-Davis,Dk-43938-QC,21/02/2027,Market Stall,Syrup
28/04/2024,Williams and Sons,Urban,Ciprofloxacin,MediPlus,2565.7,23,Powell LLC,wN-75933-Pl,04/12/2025,In-Store,Capsule
28/06/2024,"Romero, Gonzalez and Brooks",Rural,Amlodipine,PharmaTrust,3407.24,61,"Robinson, Jones and Welch",ip-38448-Sj,23/06/2026,Mobile Van,Injection
10/12/2024,Anderson Group,Urban,Metformin,MediPlus,3143.87,90,Powell LLC,zm-01710-FH,23/06/2025,Market Stall,Capsule
17/01/2025,Blake and Sons,Urban,Chloroquine,PharmaTrust,1447.63,86,Russell Group,Zp-18689-In,23/07/2026,Mobile Van,Tablet
16/01/2025,Davis and Sons,Rural,Metformin,BioCare,3234.91,2,"Stanley, Tucker and Lee",XF-54345-SS,25/06/2025,Mobile Van,Tablet
15/06/2024,Arnold Ltd,Urban,Azithromycin,BioCare,1344.68,49,"Johnston, Sanchez and Kennedy",qW-84038-dx,29/06/2026,Mobile Van,Capsule
31/03/2025,"Gardner, Robinson and Lawrence",Rural,Ciprofloxacin,PharmaTrust,3090.59,25,Gomez-Jenkins,Vf-87049-Km,16/01/2027,In-Store,Injection
